speed_kmh,payload_kg,ambient_temp_C,hvac_power_kw,road_grade_pct,battery_temp_C,driving_style_index,tire_pressure_bar,trip_distance_km,energy_consumption_kwhper100km
105.2,99.2,11.5,0.06,3.83,41.7,0.307,2.22,102.4,21.585
90.8,247.0,-4.3,3.19,-3.58,38.9,0.698,2.73,82.9,23.905
78.3,395.8,25.7,2.71,-2.51,39.9,0.653,2.33,27.0,23.623
24.6,237.9,0.9,1.1,3.2,28.2,0.066,2.79,61.5,18.602
126.5,268.3,-1.2,3.76,0.31,37.6,0.312,2.09,26.4,28.003
107.9,385.6,7.9,1.52,4.92,32.4,0.567,2.15,164.7,29.882
52.2,330.6,22.7,1.38,-3.38,26.2,0.918,2.41,104.3,21.352
127.8,204.7,1.7,2.36,-2.51,40.3,0.401,2.69,53.1,22.362
86.2,447.7,-0.8,3.38,2.26,45.0,0.505,2.28,8.5,29.425
84.1,81.3,-9.5,4.64,1.51,42.0,0.75,2.67,107.2,27.32
102.3,497.8,13.6,0.71,-1.54,38.3,0.803,2.34,151.7,25.611
109.3,59.4,11.4,1.98,0.31,37.4,0.923,2.68,154.5,23.754
92.2,7.5,1.7,0.33,-4.55,34.5,0.497,2.22,46.8,15.983
34.1,445.0,-7.3,3.79,-4.52,40.6,0.194,2.38,199.0,25.124
57.2,122.5,11.5,2.24,-3.77,29.8,0.764,2.22,115.9,21.208
122.1,364.8,29.4,3.53,2.5,20.5,0.126,2.17,69.7,28.559
44.7,405.5,25.8,1.61,6.23,38.0,0.418,2.34,81.6,23.959
60.9,429.5,33.0,4.22,-1.62,42.6,0.628,2.27,29.3,23.094
67.5,495.8,-9.5,2.67,-4.56,25.2,0.692,2.63,101.2,27.644
68.3,147.0,38.3,4.72,4.21,38.5,0.733,2.6,151.9,26.554
87.4,355.1,7.1,0.39,6.12,23.2,0.194,2.29,84.8,25.06
123.7,57.7,39.5,2.57,-3.2,43.3,0.982,2.79,174.0,24.71
46.5,203.4,2.6,3.83,0.01,35.5,0.178,2.78,98.0,20.683
33.4,424.0,13.6,3.0,-2.94,32.1,0.096,2.73,180.6,21.183
41.7,183.8,7.7,0.12,-3.62,38.4,0.664,2.47,142.1,17.314
117.6,295.5,7.8,4.86,3.43,39.4,0.91,2.33,15.7,30.388
91.0,251.9,32.1,1.49,7.58,41.8,0.559,2.25,18.1,27.191
51.4,323.0,27.3,1.25,3.82,42.0,0.595,2.01,161.0,23.95
109.8,486.4,39.6,2.43,7.8,16.6,0.538,2.51,74.6,31.707
114.8,27.9,20.7,2.71,0.65,18.7,0.043,2.44,41.9,20.674
113.1,287.0,13.2,3.83,6.67,39.8,0.681,2.5,173.7,29.737
121.1,431.5,-5.5,1.97,-2.33,43.4,0.358,2.46,196.7,28.849
47.7,240.7,39.8,2.2,-3.47,24.2,0.936,2.11,162.7,23.416
103.1,39.3,17.6,2.67,4.13,15.3,0.187,2.56,146.4,23.485
70.7,280.3,25.0,1.97,-0.17,24.7,0.302,2.29,5.2,20.225
112.6,166.0,10.3,4.57,-0.87,26.5,0.505,2.41,25.7,22.356
100.1,77.5,17.4,4.26,3.73,37.8,0.477,2.29,135.8,24.97
105.4,424.5,37.1,2.27,-0.66,16.4,0.4,2.02,84.9,26.78
92.2,260.8,-1.7,0.0,2.44,21.4,0.314,2.7,8.8,21.197
39.5,466.6,4.6,4.5,-1.11,41.8,0.147,2.12,149.5,26.936
80.0,403.0,-2.4,0.62,5.19,19.6,0.821,2.47,86.7,29.093
128.3,346.5,29.6,1.22,-0.94,37.8,0.449,2.71,133.5,25.136
123.1,2.5,-6.9,0.76,1.95,25.8,0.573,2.18,96.3,24.923
24.7,213.9,-5.9,0.9,-4.7,34.9,0.547,2.33,10.2,18.267
38.1,98.7,4.9,4.01,5.29,17.2,0.575,2.3,129.0,24.691
34.5,455.4,15.7,2.9,3.06,23.6,0.705,2.07,158.7,26.939
99.9,87.3,10.3,4.78,-2.5,27.7,0.629,2.34,35.4,23.982
110.0,143.0,-7.8,1.16,-2.2,40.7,0.274,2.38,178.8,24.265
43.5,258.4,37.9,2.43,-1.59,31.9,0.554,2.02,40.4,21.107
75.6,131.7,37.6,4.89,2.49,16.4,0.245,2.39,87.5,26.343
112.5,104.9,4.0,4.13,2.13,39.1,0.589,2.08,107.8,26.997
100.6,299.5,26.6,3.64,-1.44,16.6,0.432,2.71,66.2,23.937
79.6,44.5,18.9,0.94,4.02,43.0,0.039,2.52,102.6,19.033
84.9,29.1,1.9,3.85,6.56,21.4,0.734,2.05,145.1,28.586
75.9,186.1,3.1,1.74,-4.43,29.6,0.275,2.66,144.3,18.431
52.7,360.3,14.6,2.65,0.42,17.2,0.92,2.29,184.8,26.515
82.2,277.4,11.0,3.05,2.72,31.9,0.281,2.18,173.1,27.182
95.8,211.4,4.6,3.05,2.62,29.9,0.997,2.2,197.1,29.739
116.1,282.9,30.4,3.63,-4.75,27.3,0.463,2.48,121.1,24.617
90.0,182.7,14.1,3.31,-2.26,16.1,0.026,2.07,83.1,21.764
103.7,468.1,22.7,0.34,-4.2,41.4,0.076,2.05,51.8,20.261
37.6,27.5,-0.5,2.29,2.4,39.1,0.082,2.5,52.6,17.624
70.8,336.7,16.7,3.32,3.39,34.0,0.056,2.79,34.4,23.179
21.0,445.6,5.9,1.48,-2.92,32.2,0.268,2.39,146.7,19.976
47.1,401.9,16.3,1.57,-0.67,35.8,0.325,2.33,132.6,20.443
99.9,92.0,29.0,0.62,-0.71,19.3,0.111,2.76,62.0,17.866
129.1,148.0,28.4,2.09,5.66,43.0,0.438,2.19,179.0,27.84
30.9,358.5,7.7,4.93,-2.47,23.5,0.365,2.19,112.7,23.79
64.2,42.1,24.7,1.43,2.13,34.7,0.636,2.72,18.5,18.118
108.0,405.9,37.1,2.66,5.18,33.2,0.196,2.52,17.0,27.467
42.4,359.5,21.3,3.72,5.78,34.1,0.914,2.04,32.9,27.915
81.1,364.8,-2.6,0.07,3.67,41.4,0.516,2.54,46.2,23.879
100.6,50.1,24.0,4.5,-1.11,23.9,0.624,2.66,178.1,23.331
87.8,358.9,-4.8,1.93,5.7,37.5,0.04,2.22,156.8,28.228
40.7,339.9,33.6,4.35,4.65,33.0,0.559,2.31,44.3,25.337
59.1,415.5,15.8,0.19,4.16,17.3,0.368,2.16,53.5,23.438
106.2,20.8,9.3,0.73,-4.12,27.4,0.924,2.51,129.2,21.796
81.0,11.6,-7.1,1.61,-4.44,40.1,0.886,2.53,174.9,20.099
20.6,186.5,9.0,1.73,4.04,24.5,0.638,2.05,66.8,22.787
103.7,74.4,35.2,4.24,7.28,29.5,0.768,2.54,107.5,28.859
23.9,279.2,-9.0,0.06,5.06,29.7,0.645,2.53,178.6,23.907
102.0,458.7,13.7,3.21,5.81,33.5,0.017,2.03,155.3,30.064
42.3,195.7,36.6,0.66,2.08,41.5,0.703,2.44,178.8,21.462
125.4,422.5,9.7,4.12,-1.04,20.2,0.177,2.49,59.2,28.149
60.5,0.1,11.4,3.89,3.81,30.1,0.683,2.34,139.7,23.766
56.0,84.3,18.9,2.5,4.26,27.7,0.011,2.72,27.2,19.18
36.4,15.2,13.1,1.06,3.78,23.9,0.311,2.26,125.2,18.325
53.6,164.1,-1.6,3.17,7.31,42.6,0.517,2.05,64.3,27.367
116.4,454.1,-9.1,0.78,-0.23,15.2,0.333,2.54,141.8,28.398
129.6,48.5,20.5,0.95,-4.48,18.7,0.694,2.48,32.7,18.821
60.5,303.2,36.0,3.13,6.81,37.0,0.523,2.79,134.8,25.174
69.3,225.7,-4.7,4.96,-2.91,22.9,0.96,2.19,143.2,26.661
99.4,469.2,0.5,4.46,4.07,36.7,0.358,2.32,172.1,32.65
117.5,61.3,8.5,2.97,6.35,40.0,0.722,2.37,139.0,27.23
85.2,106.0,30.4,2.69,-0.97,22.6,0.836,2.69,107.0,21.652
63.1,14.8,3.5,4.99,5.8,20.8,0.254,2.33,157.9,25.139
65.4,217.0,34.1,2.74,-0.68,19.4,0.754,2.62,60.5,23.161
96.5,138.9,-7.3,2.1,5.33,21.0,0.393,2.13,137.1,28.6
20.4,435.0,37.0,4.55,-4.09,23.0,0.129,2.33,146.3,22.288
88.2,302.5,18.0,1.17,3.52,41.1,0.004,2.12,81.5,22.271
59.1,307.0,22.9,0.49,3.8,38.1,0.744,2.76,197.8,23.405
107.4,266.0,8.4,3.17,1.39,15.1,0.186,2.14,74.4,25.573
30.2,45.9,29.1,0.48,3.93,41.2,0.051,2.34,21.5,14.919
84.7,222.5,-1.7,1.87,7.0,17.4,0.497,2.07,64.2,27.987
72.9,499.8,-7.6,2.12,4.54,34.7,0.347,2.74,24.4,27.452
90.7,417.6,9.8,2.74,7.5,19.5,0.692,2.5,71.2,30.382
27.1,446.7,32.7,4.96,0.83,16.9,0.107,2.77,29.9,23.745
83.8,411.6,27.7,1.1,1.87,37.8,0.133,2.03,90.7,24.612
81.8,51.5,15.9,1.88,-1.57,29.0,0.404,2.14,156.7,20.188
81.7,113.7,18.6,0.66,7.81,33.0,0.52,2.3,18.2,23.157
86.4,1.6,-3.5,3.04,-4.28,27.8,0.824,2.5,114.8,21.225
94.4,151.8,32.0,3.64,-0.34,17.0,0.586,2.26,13.5,23.57
108.5,54.3,29.3,2.41,-1.13,37.2,0.903,2.57,177.5,22.437
49.7,236.4,22.8,1.23,0.02,39.6,0.218,2.13,184.7,18.749
110.8,338.6,13.3,3.1,6.93,16.2,0.596,2.48,101.0,30.16
74.8,437.3,38.2,2.7,-0.22,26.3,0.655,2.32,155.0,26.588
28.5,374.6,34.0,0.86,6.92,31.7,0.726,2.41,120.6,25.67
26.4,469.3,22.2,2.03,0.5,33.2,0.989,2.46,71.4,23.299
56.8,26.9,8.6,2.18,6.11,32.3,0.468,2.05,52.8,24.202
106.3,6.1,20.9,4.91,1.78,35.8,0.369,2.74,152.9,23.55
97.8,330.7,18.8,4.25,-0.95,44.0,0.852,2.63,88.8,26.295
106.7,144.7,9.7,3.67,0.84,26.7,0.177,2.35,184.4,24.114
76.9,126.8,5.3,4.44,0.52,31.7,0.037,2.44,195.3,23.875
68.4,165.4,10.4,3.68,-1.62,36.0,0.444,2.03,46.0,21.069
36.2,134.9,18.7,4.52,-1.23,32.8,0.247,2.4,114.4,19.016
56.1,255.7,11.4,0.27,-2.58,26.6,0.397,2.34,109.7,16.98
67.7,220.1,3.2,2.28,-0.63,33.7,0.986,2.3,174.3,25.419
29.7,256.2,28.0,3.73,3.12,34.5,0.348,2.65,139.7,23.128
44.3,336.4,16.6,2.92,0.03,32.5,0.708,2.15,123.4,24.143
85.8,193.6,-6.6,0.88,4.26,21.2,0.25,2.14,137.4,25.737
100.9,125.7,8.4,1.7,7.83,30.2,0.303,2.42,80.9,24.879
129.8,83.1,34.2,1.59,-0.1,41.5,0.243,2.55,192.3,23.334
122.6,174.7,27.8,1.31,1.01,41.1,0.572,2.02,16.2,23.464
90.7,370.9,6.2,1.72,-2.87,37.5,0.226,2.44,10.7,22.19
66.3,378.4,36.9,2.57,0.1,35.9,0.718,2.24,86.0,25.074
90.0,333.5,-6.2,4.27,4.45,19.6,0.68,2.61,35.1,30.623
106.4,117.0,38.1,3.71,-2.17,28.8,0.421,2.38,111.2,23.672
33.0,294.0,2.3,4.18,-2.63,18.3,0.026,2.67,6.8,21.005
65.1,285.3,-9.5,4.42,-0.11,39.5,0.023,2.32,94.6,26.276
112.4,242.1,11.7,2.08,5.64,23.7,0.533,2.66,62.5,26.602
62.2,275.0,7.9,1.73,3.11,38.0,0.839,2.57,44.5,23.35
82.9,245.9,17.0,0.29,7.45,39.4,0.599,2.66,91.7,23.42
84.7,282.7,29.8,4.65,6.76,41.8,0.436,2.65,171.6,29.236
40.3,357.8,32.1,0.33,-3.04,37.6,0.882,2.39,132.8,19.009
59.8,54.8,10.1,3.71,-4.45,31.9,0.197,2.29,36.2,18.215
56.8,374.8,11.5,1.89,0.19,32.9,0.359,2.61,102.3,22.622
22.9,67.9,-2.6,4.74,1.79,24.6,0.565,2.29,186.7,23.65
22.7,33.3,-7.6,2.1,1.7,20.3,0.292,2.07,90.6,21.676
111.5,488.0,22.1,4.08,-3.26,18.9,0.998,2.69,96.8,29.407
50.0,478.5,-6.8,1.41,-3.38,20.5,0.452,2.32,188.6,25.546
77.0,30.2,26.7,1.5,-4.39,43.0,0.052,2.11,31.5,14.649
52.9,221.6,17.0,2.98,6.06,19.9,0.176,2.52,148.3,24.626
123.5,93.1,-0.1,4.99,7.32,36.7,0.532,2.71,63.3,28.883
48.5,242.7,17.0,2.59,-3.5,20.5,0.55,2.69,173.8,20.437
67.3,415.1,-0.9,4.68,-2.23,44.3,0.984,2.44,15.6,26.573
116.0,475.3,11.9,3.93,-3.83,26.0,0.6,2.07,198.1,28.758
112.6,317.1,30.0,3.98,6.41,27.4,0.667,2.56,154.9,30.534
40.5,177.0,13.1,2.18,7.46,27.1,0.214,2.49,60.4,21.614
108.3,301.7,-2.6,1.93,-1.6,39.5,0.107,2.17,153.4,25.967
70.4,156.0,26.2,0.96,-1.05,21.5,0.602,2.72,185.0,19.255
73.1,454.9,-0.7,4.82,-0.29,39.9,0.865,2.07,27.0,29.678
34.7,435.2,26.9,4.8,1.53,34.7,0.587,2.3,183.1,26.033
28.9,279.1,14.0,3.74,3.87,21.6,0.443,2.08,75.2,25.216
100.1,162.4,12.7,1.48,1.56,17.0,0.578,2.73,6.3,22.44
74.6,146.7,32.6,1.23,7.36,38.2,0.469,2.03,26.9,22.527
68.1,16.7,25.4,4.94,-3.7,21.6,0.142,2.34,177.5,20.023
100.2,407.9,-8.4,0.33,5.38,41.7,0.741,2.69,196.6,29.922
104.2,225.2,4.8,4.22,-0.65,18.9,0.533,2.2,179.6,27.713
37.5,162.6,33.5,1.78,-0.09,33.5,0.399,2.08,91.1,18.265
87.1,235.6,-9.1,2.09,4.21,35.8,0.56,2.1,192.5,30.167
34.9,409.4,17.3,4.16,7.08,34.7,0.241,2.32,84.3,25.002
102.7,62.3,26.4,0.45,4.31,24.5,0.428,2.34,27.2,20.885
92.3,428.8,21.1,1.77,5.09,41.3,0.622,2.57,71.5,26.333
125.2,448.8,28.0,4.76,4.76,38.1,0.226,2.19,199.7,32.727
27.6,473.4,26.3,3.5,-0.83,30.3,0.749,2.56,127.1,24.073
26.3,198.7,24.6,3.77,4.84,33.1,0.521,2.8,71.3,22.256
51.0,108.6,31.1,3.79,5.2,32.0,0.862,2.69,126.7,24.17
48.8,186.8,22.3,0.3,1.93,43.4,0.847,2.51,88.7,19.066
47.2,166.5,10.1,1.02,1.98,41.9,0.495,2.75,14.7,18.025
119.7,88.1,13.6,2.46,4.88,22.1,0.195,2.79,44.2,22.622
47.5,303.6,25.8,1.84,5.62,22.9,0.737,2.46,8.8,22.768
49.9,238.3,33.8,2.05,-0.62,44.4,0.419,2.22,54.7,20.503
103.5,432.9,3.6,3.91,5.42,22.1,0.595,2.73,149.2,30.949
69.5,16.1,7.1,0.07,5.58,43.6,0.107,2.68,42.7,19.047
105.4,321.9,36.5,3.3,-1.96,34.5,0.632,2.07,108.0,27.525
27.2,381.5,18.9,0.0,4.32,16.5,0.374,2.75,141.8,22.45
73.6,379.7,-1.1,0.32,-2.58,25.1,0.334,2.29,112.0,21.529
23.7,443.0,23.2,2.04,-3.79,29.3,0.98,2.26,8.0,22.943
26.9,364.5,39.5,4.2,2.47,40.0,0.432,2.27,75.9,22.818
119.7,463.9,31.2,0.72,6.81,24.9,0.678,2.26,91.1,29.852
35.3,166.3,27.3,2.77,-4.54,24.3,0.628,2.41,71.8,18.718
78.6,251.6,0.4,3.39,5.74,42.6,0.104,2.46,111.5,26.881
65.2,7.0,33.8,1.15,1.58,17.4,0.748,2.34,105.1,19.97
58.2,3.5,16.3,2.56,6.19,31.5,0.323,2.33,41.6,20.269
119.0,120.1,34.5,4.56,5.97,30.1,0.799,2.59,151.6,29.875
22.4,50.4,6.5,2.56,6.38,16.7,0.608,2.0,36.4,22.228
93.0,130.1,-6.9,0.79,5.0,17.6,0.317,2.76,94.5,24.478
126.0,88.5,13.8,3.14,5.96,26.5,0.356,2.57,152.5,28.372
81.6,14.3,3.5,2.96,-2.71,19.0,0.732,2.57,141.0,21.008
123.1,454.7,25.8,0.13,-1.05,29.3,0.55,2.34,89.3,26.54
25.7,4.1,37.9,0.45,-1.85,33.3,0.668,2.77,158.8,16.09
66.1,368.0,24.5,0.78,4.65,35.7,0.158,2.0,144.2,24.928
48.6,76.1,34.3,0.68,-3.0,31.4,0.787,2.06,80.0,16.581
100.4,456.1,12.7,1.3,-2.63,26.4,0.32,2.64,179.6,24.881
127.9,446.4,28.6,2.27,6.43,18.9,0.62,2.59,32.7,31.628
48.2,327.0,32.2,1.86,4.18,22.4,0.115,2.22,74.9,22.341
92.0,336.1,25.5,4.45,6.38,27.6,0.321,2.48,141.1,30.009
41.8,2.7,15.4,3.06,-3.19,42.7,0.649,2.43,175.2,16.673
82.2,492.4,21.3,4.38,0.19,21.1,0.274,2.42,67.9,26.517
71.0,438.9,25.0,2.64,-1.32,27.4,0.88,2.48,114.4,26.597
126.9,447.6,2.7,0.45,-4.87,37.0,0.661,2.79,7.3,23.496
86.9,329.6,30.5,2.32,-1.3,36.2,0.87,2.79,77.3,23.598
58.4,172.4,37.5,4.11,-0.07,44.0,0.395,2.79,69.5,22.403
32.6,446.8,13.3,0.97,-3.8,20.7,0.034,2.44,169.3,17.44
36.6,145.8,25.1,0.46,2.36,15.5,0.576,2.25,19.4,18.887
44.8,281.4,26.9,1.65,-0.02,24.7,0.339,2.45,17.1,19.444
47.6,49.9,23.1,1.94,-4.4,19.5,0.448,2.5,91.3,15.499
113.6,461.0,17.4,1.53,4.15,31.5,0.681,2.25,84.4,30.321
81.7,70.4,34.1,0.68,4.48,42.0,0.701,2.51,36.5,20.645
77.6,112.4,12.4,1.25,5.85,35.6,0.028,2.5,56.4,19.863
32.6,279.1,-6.9,3.41,1.31,19.1,0.769,2.72,195.0,24.765
114.6,382.0,32.2,1.93,7.59,18.5,0.494,2.19,105.1,31.508
99.5,309.7,23.7,3.16,6.88,42.3,0.557,2.56,22.1,27.325
27.4,116.1,32.5,2.68,2.17,29.6,0.298,2.36,14.7,18.493
97.9,0.5,-3.1,2.75,0.78,42.7,0.421,2.1,13.2,22.257
79.8,378.6,-8.5,1.24,-4.96,37.1,0.71,2.25,80.9,25.159
29.0,492.6,36.7,2.61,4.24,44.8,0.777,2.05,173.8,29.228
70.4,405.0,-2.6,0.12,2.34,41.1,0.387,2.26,167.4,24.019
73.3,230.1,30.5,2.16,7.19,27.4,0.691,2.06,76.7,26.36
38.2,451.9,31.2,2.86,2.73,37.7,0.258,2.74,156.0,23.163
124.0,204.9,25.4,0.91,7.91,29.1,0.832,2.08,151.7,29.427
113.5,262.5,-3.4,1.28,6.1,22.0,0.61,2.65,99.2,29.103
93.6,238.6,23.4,1.1,7.4,22.2,0.775,2.72,83.9,25.166
70.9,223.8,34.5,0.35,-0.74,26.9,0.477,2.37,40.2,19.973
65.3,387.6,11.3,1.74,-3.06,18.3,0.229,2.04,59.4,20.811
91.6,263.4,10.7,4.89,5.36,20.3,0.429,2.48,71.0,28.843
80.0,158.4,12.1,1.77,5.22,30.0,0.381,2.19,163.5,24.377
26.9,129.1,-5.9,2.3,-2.25,43.6,0.333,2.14,112.8,18.16
76.4,18.9,34.6,3.27,4.94,32.3,0.212,2.45,44.2,22.302
108.7,291.6,33.5,3.24,2.57,27.3,0.759,2.29,23.7,26.597
70.5,115.0,39.9,4.75,-3.58,22.3,0.086,2.58,101.8,19.417
25.7,74.1,19.3,4.29,1.52,20.9,0.888,2.47,134.9,22.207
106.5,326.9,27.6,3.97,7.1,34.8,0.175,2.66,164.7,28.959
42.2,340.6,0.1,4.76,1.58,40.4,0.98,2.05,160.5,27.568
48.4,376.1,23.4,1.15,5.25,27.0,0.988,2.19,165.7,26.961
38.1,251.8,22.5,3.09,-4.62,31.5,0.398,2.45,92.3,18.498
56.3,447.0,35.1,4.44,4.47,36.2,0.988,2.7,173.8,30.201
103.2,468.2,31.5,3.12,7.31,16.7,0.869,2.65,91.7,31.066
77.1,403.7,36.9,4.89,1.49,25.5,0.082,2.54,37.8,26.055
42.5,317.8,33.4,0.5,-0.61,36.9,0.947,2.46,82.5,21.672
116.6,151.9,33.4,2.2,3.41,35.5,0.043,2.51,71.3,22.237
116.8,491.5,-6.8,4.89,6.91,16.6,0.182,2.17,81.5,34.621
115.8,137.1,32.3,1.9,-2.7,22.1,0.585,2.48,133.4,23.27
46.3,101.3,20.4,3.7,0.25,35.4,0.081,2.4,133.1,20.663
69.6,221.1,9.0,0.15,-2.97,23.1,0.162,2.31,48.9,17.142
128.3,28.4,-7.2,3.47,1.46,39.4,0.953,2.71,66.6,27.369
104.9,489.2,23.9,4.67,2.03,15.9,0.995,2.66,121.1,32.296
23.0,294.2,6.4,1.91,7.27,20.7,0.798,2.06,21.4,26.52
27.2,278.5,13.4,0.11,0.36,23.4,0.515,2.79,139.3,18.145
71.0,327.9,24.1,0.14,2.37,42.8,0.9,2.18,39.9,22.844
120.0,248.5,35.6,4.46,6.51,38.9,0.112,2.17,170.9,29.668
79.3,16.0,31.3,3.61,-0.82,41.5,0.943,2.76,83.3,20.179
74.8,306.2,12.5,0.53,3.76,28.2,0.352,2.36,48.1,23.237
31.6,358.1,9.4,0.27,4.84,39.7,0.861,2.64,135.2,23.569
92.2,208.4,2.0,4.02,-0.7,40.6,0.668,2.23,113.0,24.385
110.4,378.6,8.6,4.05,-2.86,27.0,0.96,2.7,38.5,26.985
61.8,113.5,-4.4,0.6,1.54,44.8,0.865,2.67,166.3,24.046
105.3,110.6,38.6,1.51,-0.36,40.5,0.888,2.42,93.4,23.461
126.1,80.7,18.7,3.9,-1.54,44.2,0.632,2.56,34.7,24.445
42.4,186.0,-3.6,2.63,7.65,41.0,0.833,2.77,160.3,26.739
77.6,423.5,7.6,4.78,1.53,38.3,0.757,2.36,31.0,28.881
51.6,414.0,17.4,2.41,6.13,43.3,0.162,2.4,193.8,26.888
107.2,191.4,16.6,3.38,-2.46,27.6,0.649,2.58,91.2,23.499
83.5,294.6,-8.2,2.55,7.21,38.5,0.148,2.31,147.0,28.86
89.8,360.4,37.5,4.71,5.33,21.4,0.869,2.77,93.1,31.882
107.8,120.6,3.8,1.99,5.51,37.0,0.066,2.03,41.6,24.843
63.6,84.1,-9.2,1.15,0.07,38.6,0.987,2.32,152.8,24.676
120.7,486.0,-6.2,1.63,1.31,36.5,0.401,2.57,61.4,29.522
78.6,308.8,19.0,4.26,2.71,40.5,0.171,2.34,138.1,25.474
37.4,490.7,-3.1,2.49,5.27,27.4,0.936,2.21,55.2,29.709
96.5,168.9,-7.9,1.77,6.04,31.3,0.045,2.33,52.0,25.643
107.3,351.5,9.0,2.72,-3.99,15.3,0.47,2.71,94.2,24.178
54.8,111.3,21.1,0.67,6.75,19.4,0.77,2.44,164.2,23.454
114.3,130.6,-4.4,0.03,7.19,34.3,0.317,2.27,124.7,26.839
119.7,256.0,5.7,1.4,2.71,31.9,0.529,2.54,17.6,24.652
50.5,159.8,10.9,3.03,-2.57,20.9,0.7,2.49,148.1,20.216
128.2,83.8,-2.0,3.56,5.64,22.3,0.952,2.45,118.1,31.662
35.5,131.4,15.3,4.13,2.13,25.3,0.103,2.31,126.6,21.34
42.2,17.9,-5.7,4.63,5.62,36.5,0.157,2.06,73.9,23.903
40.3,352.2,-7.7,2.06,5.59,33.3,0.509,2.5,113.5,28.292
118.3,246.1,16.0,3.7,-3.87,17.1,0.418,2.34,77.5,23.519
92.0,47.1,2.4,0.37,2.89,37.8,0.411,2.34,20.9,20.942
36.7,85.8,-5.2,0.29,1.28,22.9,0.297,2.19,169.7,20.676
68.4,51.3,11.2,0.62,7.3,35.2,0.561,2.2,137.2,22.712
87.7,306.3,35.8,2.24,-1.14,18.7,0.883,2.63,135.7,26.411
29.2,47.1,26.2,1.06,-2.32,44.9,0.161,2.38,42.8,14.71
117.1,377.1,30.8,1.43,6.66,17.4,0.215,2.09,134.4,28.263
108.4,10.3,33.6,3.24,-3.07,37.3,0.671,2.04,50.2,19.676
75.6,124.7,38.6,1.79,3.92,31.2,0.056,2.18,139.1,21.981
126.4,445.3,28.2,2.79,-1.1,17.6,0.674,2.39,70.0,27.545
66.0,359.3,20.4,2.06,2.38,15.8,0.314,2.49,35.7,22.987
128.3,36.5,8.3,0.84,3.01,25.9,0.358,2.11,181.7,25.735
93.5,410.6,-0.9,0.37,0.43,39.1,0.406,2.35,25.4,26.436
89.8,246.5,24.3,1.18,7.67,16.2,0.35,2.06,153.5,26.273
38.3,423.4,39.7,0.29,-3.29,36.1,0.841,2.03,24.8,21.117
117.0,300.4,13.4,3.09,0.09,34.7,0.946,2.69,138.5,27.74
67.0,340.9,26.2,3.98,0.6,23.0,0.548,2.53,26.5,24.741
37.8,496.8,14.8,1.7,3.2,17.3,0.582,2.62,104.2,23.995
21.4,116.2,11.6,1.94,0.29,42.5,0.07,2.15,41.7,17.085
81.6,312.0,10.5,4.08,-3.74,24.0,0.713,2.26,174.0,25.943
78.0,230.2,15.2,1.11,7.32,18.3,0.584,2.36,83.3,25.19
99.1,19.7,8.3,0.6,0.41,35.4,0.05,2.53,8.0,18.115
117.9,7.2,27.4,2.51,-0.55,21.5,0.198,2.43,127.5,20.178
28.7,59.6,33.7,3.23,0.81,29.3,0.202,2.44,91.8,17.02
100.5,324.5,34.1,3.0,-2.18,16.5,0.171,2.13,172.6,25.262
40.6,283.6,1.4,3.57,-3.7,44.8,0.659,2.38,89.5,22.197
114.4,276.7,34.8,0.28,-3.07,28.4,0.928,2.66,85.2,22.927
110.1,15.9,7.1,2.14,-2.83,45.0,0.763,2.41,93.5,21.794
79.5,234.7,5.5,1.19,-2.43,26.6,0.477,2.16,172.7,21.624
98.1,462.3,26.3,3.8,0.46,25.4,0.404,2.33,119.4,28.952
54.6,198.8,5.2,4.36,3.11,42.4,0.386,2.6,135.5,24.914
71.8,312.5,-7.4,1.41,3.18,24.9,0.601,2.11,145.5,29.383
110.4,389.9,8.7,0.48,-5.0,28.0,0.359,2.46,187.8,21.128
70.5,392.0,26.1,1.27,6.97,17.3,0.226,2.77,168.3,25.706
59.4,259.6,6.3,0.52,5.7,43.7,0.603,2.3,185.8,23.863
74.4,429.0,21.5,1.61,7.53,17.6,0.391,2.03,71.9,28.661
111.1,195.7,23.0,2.69,-0.32,38.1,0.014,2.51,46.9,22.665
56.9,444.3,26.7,4.87,3.64,31.2,0.022,2.04,44.7,26.054
39.1,120.1,34.9,2.0,-2.82,16.8,0.274,2.15,172.3,19.083
98.3,140.1,11.6,1.1,5.62,15.1,0.512,2.04,167.0,27.047
110.9,26.6,-1.7,0.83,-2.9,43.1,0.354,2.14,131.8,20.86
31.1,397.8,5.9,0.87,-0.76,37.3,0.024,2.68,17.3,18.523
46.4,208.5,11.6,0.96,1.38,35.6,0.223,2.59,67.0,16.752
35.6,114.6,25.7,3.81,2.73,28.2,0.096,2.27,148.2,22.262
58.3,115.9,-9.3,0.31,2.28,22.2,0.949,2.72,53.5,22.932
69.5,450.7,5.8,4.99,-3.67,35.4,0.313,2.53,126.7,27.248
102.4,417.0,29.0,2.61,0.48,33.2,0.015,2.36,110.8,24.224
91.6,276.8,23.5,2.72,7.0,36.8,0.661,2.05,56.2,28.424
88.3,308.1,26.6,1.79,6.34,26.0,0.232,2.58,187.2,27.072
58.8,237.2,30.6,3.45,2.68,44.6,0.567,2.3,55.1,21.46
112.6,195.8,29.2,2.36,2.44,17.0,0.151,2.24,179.5,26.828
71.8,457.7,24.1,1.65,-3.55,17.4,0.984,2.23,110.5,25.512
127.7,62.8,12.0,1.33,-2.4,42.5,0.97,2.01,22.9,21.056
